PC1,PC2,Sentiment_Score,Rating,Branch
0.11476869004188694,0.19685802429490484,0.2393518518518518,4,Disneyland_HongKong
0.08205904682334345,0.06214076767353634,0.2333333333333333,4,Disneyland_HongKong
-0.09539212384972554,0.011853187457224953,0.1604978354978355,4,Disneyland_HongKong
0.0642184978067178,0.010661865487370158,0.1892857142857143,4,Disneyland_HongKong
0.2135372413958472,0.16677912202056916,0.2666666666666666,4,Disneyland_HongKong
-0.005568593303426711,0.23303647500109698,-0.0654761904761904,3,Disneyland_HongKong
0.09767677946462534,-0.13191216798937713,0.11,5,Disneyland_HongKong
-0.008257718105755957,0.09166789382828013,0.0547222222222222,3,Disneyland_HongKong
0.04647225075396118,0.09850773279685542,-0.0672839506172839,2,Disneyland_HongKong
0.034512796822824,0.005936253709785677,0.2044973544973544,5,Disneyland_HongKong
0.3079275296094268,0.22163375777231054,0.1333333333333333,5,Disneyland_HongKong
0.02130106525464172,0.014203334754459729,0.3404761904761905,5,Disneyland_HongKong
-0.05254380020083563,-0.024309670080429883,0.1513636363636363,4,Disneyland_HongKong
0.3913581663866843,-0.2841872553384045,0.4,5,Disneyland_HongKong
0.13368583245647112,-0.1018107714607949,0.4777777777777777,5,Disneyland_HongKong
-0.09440513996291136,0.10444740089303091,-0.0604166666666666,3,Disneyland_HongKong
0.030512856621023973,-0.050849405148701066,0.375,4,Disneyland_HongKong
-0.0935365564880751,-0.04069351191260624,-0.0768707482993197,3,Disneyland_HongKong
0.20175693728232963,-0.030966678445877478,0.2333333333333333,4,Disneyland_HongKong
0.09907064857349693,-0.027686838576637823,0.2458333333333333,5,Disneyland_HongKong
-0.010991149561132868,-0.026502653724745594,0.1814814814814814,5,Disneyland_HongKong
-0.005577634097816697,0.11488794133188081,0.201255980861244,3,Disneyland_HongKong
0.04027763812492227,0.026484598407133825,0.3066870629370629,3,Disneyland_HongKong
0.15551249407348483,0.16651726391144694,0.1028030303030302,3,Disneyland_HongKong
-0.030344351662750846,-0.04210634053631776,0.4777777777777777,5,Disneyland_HongKong
0.09765999925101065,0.05048132861476405,0.06,3,Disneyland_HongKong
0.020115502500921034,0.1747892018250397,0.1991176470588235,3,Disneyland_HongKong
0.15271525048116447,0.10788352991864815,0.0499999999999999,5,Disneyland_HongKong
-0.007560172208649962,0.0993670316583533,0.0791666666666666,5,Disneyland_HongKong
-0.12395954830933617,0.07339231461974637,-0.0641666666666666,3,Disneyland_HongKong
0.1001939380474428,-0.07975439329469047,0.2013888888888888,5,Disneyland_HongKong
-0.06054549243139323,-0.04620130160027707,0.2527901785714285,4,Disneyland_HongKong
-0.030566318982864188,0.09804276794965573,0.2710407647907648,5,Disneyland_HongKong
0.00428243228591664,0.13736331445616934,0.3354166666666667,5,Disneyland_HongKong
-0.04251307217097797,0.12638625316007962,0.1670186335403727,4,Disneyland_HongKong
0.1636705026320149,0.2457203447518994,0.2508771929824562,4,Disneyland_HongKong
0.053722719824463847,0.10332203030435581,0.058860544217687,4,Disneyland_HongKong
0.021324242949416358,0.11039249001717848,0.282936507936508,4,Disneyland_HongKong
0.1781312456036404,-0.0787717364521946,0.0,5,Disneyland_HongKong
0.027016110442335567,0.021154337154763697,0.0429383116883116,5,Disneyland_HongKong
-0.08482694850755013,0.1674092148969007,0.2907142857142857,3,Disneyland_HongKong
0.062410312858469166,-0.04929032509667469,0.2816666666666667,5,Disneyland_HongKong
0.01928338317091853,-0.06460732477682657,0.1169642857142857,4,Disneyland_HongKong
-0.038207620889299854,0.08017418562009528,0.253125,4,Disneyland_HongKong
0.07542211298154894,0.39322873591263585,0.2023809523809523,4,Disneyland_HongKong
0.15184260133528477,0.145628956627534,0.2888888888888889,4,Disneyland_HongKong
-0.08160911277348798,-0.08858214396611722,0.0576495726495726,5,Disneyland_HongKong
0.019637457603945335,-0.04984362594005602,0.2125,5,Disneyland_HongKong
0.06335674943647487,-0.05688464641621149,0.1890404040404041,4,Disneyland_HongKong
0.22718423442465635,0.14890386347991885,0.3,5,Disneyland_HongKong
0.10830120066567409,-0.026914494971571036,0.15,3,Disneyland_HongKong
0.11196473120644074,0.377116254965074,0.4236363636363636,5,Disneyland_HongKong
-0.08905741534389591,0.0441070387162002,0.2872727272727272,5,Disneyland_HongKong
-0.08709350405496954,0.019114468379659424,0.1236111111111111,4,Disneyland_HongKong
0.08221930503131256,-0.042673370895768226,0.5,5,Disneyland_HongKong
0.10267600558508146,0.09126263209659773,0.1852272727272727,5,Disneyland_HongKong
0.22761147747133947,-0.127464405461084,0.5711111111111111,5,Disneyland_HongKong
0.09793726065091563,0.13254294334380662,0.3328571428571428,3,Disneyland_HongKong
0.11989185183093562,0.10874083065616365,0.1737037037037037,4,Disneyland_HongKong
0.022387750410753443,0.057424542413259116,0.1611111111111111,3,Disneyland_HongKong
-0.026448881212374625,-0.13841623784849555,0.4575,5,Disneyland_HongKong
-0.00401440936603728,-0.049811996057382374,0.2624001924001924,5,Disneyland_HongKong
-0.04114324943164668,0.046523622387611874,0.3425,5,Disneyland_HongKong
0.008870642951247787,0.05315194051158423,-0.0111111111111111,3,Disneyland_HongKong
0.05183442233513387,0.044504486108087646,0.24375,5,Disneyland_HongKong
0.24881292431474233,-0.13355488558428885,0.2,5,Disneyland_HongKong
0.027788486020701414,-0.13053918561793043,0.59375,5,Disneyland_HongKong
0.03144457097103033,0.06892315196023271,0.6058333333333333,4,Disneyland_HongKong
0.11666073832955894,0.13672711853187552,0.3441666666666667,4,Disneyland_HongKong
0.04351432013143383,0.07020007133954964,0.61,5,Disneyland_HongKong
0.06469067984988053,-0.05689061393913086,0.4925,5,Disneyland_HongKong
0.08411722489526244,0.3132104031770817,-0.0879629629629629,4,Disneyland_HongKong
0.0013029904630340594,-0.05426148358703564,-0.1428571428571428,4,Disneyland_HongKong
0.17889072610319473,-0.12867761631651348,0.3685185185185185,5,Disneyland_HongKong
0.006829201714546818,0.06842528820771511,0.2198809523809523,5,Disneyland_HongKong
0.03039500826565686,0.04384489416455398,0.2166666666666666,4,Disneyland_HongKong
0.026789603953380856,0.03608947265743018,0.2433333333333333,5,Disneyland_HongKong
-0.07193276038449517,0.10457957021871987,0.1007692307692307,5,Disneyland_HongKong
0.10292221620634402,0.1492840996829553,0.3050925925925926,4,Disneyland_HongKong
-0.07398187796237948,0.009879492152202372,-0.0102777777777777,2,Disneyland_HongKong
-0.10588797752819512,0.029574542206289245,0.1821428571428571,5,Disneyland_HongKong
0.04004972695958457,-0.0038257230068765094,0.3055555555555555,5,Disneyland_HongKong
0.1613410873404695,0.2739696506331378,0.2995959595959596,5,Disneyland_HongKong
0.022895467157765026,-0.0362740210059099,0.237037037037037,3,Disneyland_HongKong
0.27871000172916804,-0.08808583162965922,0.3,5,Disneyland_HongKong
0.013375752334863114,0.08910717604667005,0.17575,5,Disneyland_HongKong
-0.1459041110541552,-0.08026382662435685,0.3503742784992785,5,Disneyland_HongKong
-0.0625641048584368,0.004396216557893906,0.0057291666666666,4,Disneyland_HongKong
0.10287703378336391,-0.040586965311567136,0.3321428571428571,5,Disneyland_HongKong
0.24754122526464856,0.33405906397330487,0.0777777777777777,5,Disneyland_HongKong
-0.09637174983116764,0.03672487054442232,0.120752688172043,5,Disneyland_HongKong
0.03391379511178817,-0.009456898454290319,0.2259259259259259,5,Disneyland_HongKong
-0.22324350400120288,-0.0692972592165956,0.1505681818181818,4,Disneyland_HongKong
0.16051734537450157,0.16556244507507073,-0.00625,5,Disneyland_HongKong
0.04229441203469764,0.05942989190632757,-0.0625,2,Disneyland_HongKong
0.13138205177577966,-0.08065337555296925,0.395,5,Disneyland_HongKong
0.15638523179417485,0.16737766115728453,0.223125,5,Disneyland_HongKong
0.018164020565572495,-0.09843793407325406,0.3770833333333333,4,Disneyland_HongKong
0.11808317378344138,0.2184057021946204,0.1636363636363636,4,Disneyland_HongKong
-0.03484992348500757,0.26858261923407895,0.1389874188311688,4,Disneyland_HongKong
-0.07992293923576543,0.04423745691455035,0.1562603305785124,3,Disneyland_HongKong
0.05233186058898516,-0.005966470138354406,0.2583333333333333,1,Disneyland_HongKong
0.044913549651781126,0.124707820867294,0.3277777777777778,4,Disneyland_HongKong
-0.14257089785489693,-0.044948398338008545,0.259313725490196,4,Disneyland_HongKong
-0.036717576364611454,-0.07120103958085969,0.2982142857142857,5,Disneyland_HongKong
-0.18415829415364202,-0.010406813211410716,0.0262345679012345,5,Disneyland_HongKong
-0.05146732062932352,0.04901642392804782,0.2525641025641025,5,Disneyland_HongKong
0.0619445360148049,0.015283454493998108,0.0,5,Disneyland_HongKong
-0.00045208643247257596,0.012690988815910166,0.0012222222222222,3,Disneyland_HongKong
0.13588494958806582,-0.016076829817663063,0.0278846153846153,5,Disneyland_HongKong
0.06972367406671146,-0.02118286210669923,0.1981481481481481,4,Disneyland_HongKong
0.09905589245709794,0.11318464578896821,0.3,5,Disneyland_HongKong
0.08725444343663497,-0.027665769950517984,0.1547619047619047,4,Disneyland_HongKong
0.10239011379320648,0.21775544241435424,0.048076923076923,3,Disneyland_HongKong
-0.08592106178634845,-0.044564552970210045,0.1361111111111111,5,Disneyland_HongKong
-0.052774829747865876,0.023280253498007858,0.2050925925925926,4,Disneyland_HongKong
0.16659466448408622,-0.11691704129101586,0.43125,5,Disneyland_HongKong
-0.08465785244524424,-0.05942719261762361,0.3499999999999999,4,Disneyland_HongKong
-0.051824538439887324,-0.07225426393515384,0.2777777777777778,4,Disneyland_HongKong
-0.21440442972691112,-0.00843434313280704,0.3305555555555555,4,Disneyland_HongKong
0.06971832303641785,0.3421986521987129,0.1130952380952381,3,Disneyland_HongKong
-0.06797989402031085,0.07493336376878347,0.1492424242424242,5,Disneyland_HongKong
-0.015721165139642723,0.06244295654615144,-0.0273989898989898,5,Disneyland_HongKong
-0.009805212389886547,0.10227056423499785,-0.1149702380952381,2,Disneyland_HongKong
0.09271679575434422,-0.11364684756111126,0.2229653679653679,5,Disneyland_HongKong
0.009723479649500169,-0.057914770030182965,0.5148571428571429,5,Disneyland_HongKong
0.01710725948116716,0.07160248689510981,0.0855604921394395,4,Disneyland_HongKong
0.1729558790804567,-0.05015279935975945,0.4499999999999999,4,Disneyland_HongKong
0.14955767767468178,0.16422177373662672,0.225,5,Disneyland_HongKong
0.05466581861657453,0.02500101188027916,0.0832386363636363,3,Disneyland_HongKong
-0.0023941559913993604,-0.04671069214610273,0.1446969696969696,5,Disneyland_HongKong
0.06975896412564467,0.04383848341487952,0.1107142857142857,4,Disneyland_HongKong
0.13745371003515128,-0.04727650570277266,0.1380769230769231,4,Disneyland_HongKong
0.08852128231664469,-0.004977891187475499,0.1298611111111111,4,Disneyland_HongKong
0.1280939534652596,0.05565003058133186,0.3333333333333334,5,Disneyland_HongKong
0.11128726431832306,0.2815497213941587,0.0583333333333333,5,Disneyland_HongKong
0.11036352337076463,0.06871110038164967,0.4,5,Disneyland_HongKong
-0.016750008475535566,-0.054425242914785385,-0.0673611111111111,4,Disneyland_HongKong
0.010756181549718816,-0.07164935374634658,0.0847222222222222,4,Disneyland_HongKong
0.03740085451421607,0.1911009324638283,0.2860544217687075,5,Disneyland_HongKong
-0.0461375668085553,0.18305786653518413,0.264484126984127,4,Disneyland_HongKong
0.029334468312461545,0.060093142125319327,0.26875,3,Disneyland_HongKong
-0.008627327490466047,0.03182069574456893,0.35,5,Disneyland_HongKong
-0.0291728691379117,0.17633691996628492,0.0928543956043956,2,Disneyland_HongKong
0.026520159491524614,0.13512329511810967,-0.05125,1,Disneyland_HongKong
0.16873395340534944,-0.03398122358945088,0.2,5,Disneyland_HongKong
-0.043774512582034214,0.21925384646660506,0.1203703703703703,3,Disneyland_HongKong
0.09027075642536712,-0.048955624226374235,0.175,4,Disneyland_HongKong
0.0567256463513002,0.18177939074211485,0.1222222222222222,4,Disneyland_HongKong
0.15453112891088638,-0.1300066071070357,0.1687499999999999,5,Disneyland_HongKong
-0.024276105310169577,0.049105647237992114,0.1027777777777777,4,Disneyland_HongKong
0.06305130542054652,-0.012851459927259563,0.3357142857142857,4,Disneyland_HongKong
0.2776911757329375,-0.14521420988975678,0.42375,5,Disneyland_HongKong
0.2593339661955689,0.03469643637856497,1.0,5,Disneyland_HongKong
0.1466241519176721,-0.046819369872339464,0.1883928571428571,5,Disneyland_HongKong
0.014544194904179658,0.007692905407676781,0.3678571428571429,3,Disneyland_HongKong
0.04139543845673223,0.08166508644469829,0.1847319347319347,5,Disneyland_HongKong
-0.003773745720177968,-0.11018000122133269,0.1126984126984127,4,Disneyland_HongKong
0.1627310155408696,0.0427681575311054,0.219047619047619,5,Disneyland_HongKong
-0.06742534996849181,0.04703226151206266,0.0841666666666666,4,Disneyland_HongKong
0.039208860864403366,-0.01985454623467195,0.4125,5,Disneyland_HongKong
0.02105497393940585,-0.08686491335708194,0.2583333333333333,2,Disneyland_HongKong
