Total_Reviews,Avg_Rating,Std_Rating,Avg_Sentiment,Std_Sentiment,Min_Sentiment,Max_Sentiment
42632,4.217653405892287,1.0634377789101346,0.21077109671273517,0.17551840642205316,-1.0,1.0
